id,section,topic,difficulty,question,option_a,option_b,option_c,option_d,correct_ans,created_at
21466,Logical Reasoning,Syllogisms,Medium,No fish is a mammal. All whales are mammals. Conclusions: (I) No whale is a fish. (II) Some mammals are whales.,Both I and II follow,Only I follows,Only II follows,Neither follows,A,2026-07-05 11:34:20.372896+05:30
21467,Logical Reasoning,Syllogisms,Hard,All students are learners. Some learners are teachers. Conclusions: (I) Some students are teachers. (II) No teacher is a student.,Neither follows,Only I follows,Only II follows,Both follow,A,2026-07-05 11:34:20.372896+05:30
21468,Logical Reasoning,Syllogisms,Medium,Some mountains are rivers. All rivers are oceans. Conclusions: (I) Some mountains are oceans. (II) All oceans are rivers.,Only I follows,Both follow,Only II follows,Neither follows,A,2026-07-05 11:34:20.372896+05:30
21469,Logical Reasoning,Syllogisms,Easy,All men are mortal. Socrates is a man. Conclusions: (I) Socrates is mortal. (II) All mortals are men.,Only I follows,Only II follows,Both follow,Neither follows,A,2026-07-05 11:34:20.372896+05:30
21470,Logical Reasoning,Syllogisms,Hard,Some singers are dancers. Some dancers are actors. Conclusions: (I) Some singers are actors. (II) All actors are singers.,Neither follows,Only I follows,Only II follows,Both follow,A,2026-07-05 11:34:20.372896+05:30
21471,Logical Reasoning,Syllogisms,Medium,All cars are vehicles. All buses are vehicles. Conclusions: (I) All cars are buses. (II) Some vehicles are cars.,Only II follows,Only I follows,Both follow,Neither follows,A,2026-07-05 11:34:20.372896+05:30
21472,Logical Reasoning,Seating Arrangement,Hard,"5 people A,B,C,D,E sit in a row. A is 2nd from left, D is next to A. Who is 3rd if B is at extreme right and C is next to B?",D,C,E,A,A,2026-07-05 11:34:20.372896+05:30
21473,Logical Reasoning,Seating Arrangement,Hard,6 people sit in a circle. A is between B and C. D is between E and F. B is opposite D. Who is opposite A?,E,F,C,B,A,2026-07-05 11:34:20.372896+05:30
21474,Logical Reasoning,Seating Arrangement,Hard,"P,Q,R,S sit in a row. P is not next to Q. R is next to S. If Q is 2nd from left, where is P?",4th from left,1st from left,3rd from left,2nd from right,A,2026-07-05 11:34:20.372896+05:30
21475,Logical Reasoning,Seating Arrangement,Medium,"In a row of 10, X is 4th from left and Y is 7th from right. How many people are between X and Y?",2,3,1,4,B,2026-07-05 11:34:20.372896+05:30
21476,Logical Reasoning,Seating Arrangement,Hard,"A is to the left of B. C is to the right of D. B and D are at the same position. Who is 2nd from right: A,B,C,D?",C,B,A,D,A,2026-07-05 11:34:20.372896+05:30
21477,Logical Reasoning,Seating Arrangement,Hard,6 students sit in a row facing north. A is at one end. F is between D and E. B is to the immediate right of A. C is between B and D. Who is in the middle?,C or D,B or C,D or E,A or B,A,2026-07-05 11:34:20.372896+05:30
21478,Logical Reasoning,Seating Arrangement,Medium,"In a circular arrangement of 8 people, if 4 people between A and B going clockwise, how many are there going counter-clockwise?",3,4,5,2,A,2026-07-05 11:34:20.372896+05:30
21479,Logical Reasoning,Seating Arrangement,Hard,"A,B,C,D,E sit in a row. B is to the right of E but left of C. A is at extreme left. D is not next to A. Middle position is:",B,C,E,D,A,2026-07-05 11:34:20.372896+05:30
21480,Logical Reasoning,Seating Arrangement,Hard,5 boxes are stacked. Red is below yellow. Blue is above green. Green is above yellow. Black is at top. Order from top?,"Black, Blue, Green, Yellow, Red","Black, Green, Blue, Yellow, Red","Blue, Black, Green, Yellow, Red","Black, Blue, Yellow, Green, Red",A,2026-07-05 11:34:20.372896+05:30
21481,Logical Reasoning,Seating Arrangement,Easy,"In a row of 20, Mohan is 8th from left and Sohan is 14th from left. How many people are between them?",5,6,4,7,A,2026-07-05 11:34:20.372896+05:30
21482,Logical Reasoning,Direction Sense,Easy,"A walks 10m North, turns right walks 5m, turns right walks 10m. Distance from start?",5m East,5m West,10m East,5m North,A,2026-07-05 11:34:20.372896+05:30
21483,Logical Reasoning,Direction Sense,Medium,"Starting North, turn right thrice. Which direction am I facing?",West,North,East,South,A,2026-07-05 11:34:20.372896+05:30
21484,Logical Reasoning,Direction Sense,Medium,"A goes 6 km East, then 8 km South. How far from starting point?",10 km,14 km,12 km,8 km,A,2026-07-05 11:34:20.372896+05:30
21485,Logical Reasoning,Direction Sense,Hard,"Ram walks 5m North, turns left 3m, turns left 5m, turns right 2m. How far from start, facing which direction?",5m East,5m West,3m East,2m East,A,2026-07-05 11:34:20.372896+05:30
21486,Logical Reasoning,Direction Sense,Easy,"After turning clockwise 90° from South, where am I facing?",West,East,North,South,A,2026-07-05 11:34:20.372896+05:30
21487,Logical Reasoning,Direction Sense,Easy,"Starting West, turn right, then turn right again. Which direction?",East,West,North,South,A,2026-07-05 11:34:20.372896+05:30
21488,Logical Reasoning,Direction Sense,Easy,"A walks 3km North, 4km East, 3km South, and 4km West. He is now:",At starting point,4km East,4km West,3km North,A,2026-07-05 11:34:20.372896+05:30
21489,Logical Reasoning,Direction Sense,Hard,X faces East and turns 270° anti-clockwise. He now faces:,North,South,West,East,A,2026-07-05 11:34:20.372896+05:30
21490,Logical Reasoning,Direction Sense,Medium,"A walks 20m South, turns left 10m, turns left 20m, turns left 10m. He is now:",At start,20m North,10m South,20m East,A,2026-07-05 11:34:20.372896+05:30
21491,Logical Reasoning,Direction Sense,Easy,"In a city, roads run North-South and East-West. If you face North and turn left, you face:",West,East,South,North,A,2026-07-05 11:34:20.372896+05:30
21492,Logical Reasoning,Direction Sense,Medium,A town map: School is 3km East of Library. Hospital is 4km North of School. How far is Hospital from Library?,5 km,7 km,4 km,6 km,A,2026-07-05 11:34:20.372896+05:30
21493,Logical Reasoning,Direction Sense,Easy,"P walks 10m North, Q starts at same point and walks 10m South. How far apart are they?",20 m,10 m,0 m,15 m,A,2026-07-05 11:34:20.372896+05:30
21494,Logical Reasoning,Direction Sense,Easy,"From home I walk 5m East, 5m North, 5m West, and 5m South. Where am I?",At home,5m North,5m East,5m South,A,2026-07-05 11:34:20.372896+05:30
21495,Logical Reasoning,Direction Sense,Hard,"A man faces West. He turns 45° clockwise, then 180° anti-clockwise. Where does he face?",Southeast,Northwest,Northeast,Southwest,A,2026-07-05 11:34:20.372896+05:30
21496,Logical Reasoning,Direction Sense,Hard,"Ravi walks 12m North, 5m East, and turns South. He walks 3m. How far is he from start?",13m (approx),14m,12m,15m,A,2026-07-05 11:34:20.372896+05:30
21497,Logical Reasoning,Analogies,Easy,Paw : Cat :: Hoof : ?,Horse,Dog,Lion,Tiger,A,2026-07-05 11:34:20.372896+05:30
21498,Logical Reasoning,Analogies,Easy,Brick : House :: Page : ?,Book,Pen,Paper,Ink,A,2026-07-05 11:34:20.372896+05:30
21499,Logical Reasoning,Analogies,Easy,Smile : Happy :: Frown : ?,Angry,Sad,Bored,Shocked,B,2026-07-05 11:34:20.372896+05:30
21500,Logical Reasoning,Analogies,Easy,Wool : Sheep :: Silk : ?,Silkworm,Cotton,Nylon,Polyester,A,2026-07-05 11:34:20.372896+05:30
21501,Logical Reasoning,Analogies,Easy,Biologist : Life :: Astronomer : ?,Stars,Rocks,Water,Air,A,2026-07-05 11:34:20.372896+05:30
21502,Logical Reasoning,Analogies,Easy,Scissors : Tailor :: Scalpel : ?,Surgeon,Engineer,Teacher,Lawyer,A,2026-07-05 11:34:20.372896+05:30
21503,Logical Reasoning,Analogies,Easy,Ruminant : Cow :: Carnivore : ?,Lion,Deer,Elephant,Horse,A,2026-07-05 11:34:20.372896+05:30
21504,Logical Reasoning,Analogies,Easy,Library : Books :: Gallery : ?,Paintings,Sculptures,Films,Plays,A,2026-07-05 11:34:20.372896+05:30
21505,Logical Reasoning,Analogies,Hard,Moon : Orbit :: Earth : ?,Rotate,Shine,Reflect,Orbit,D,2026-07-05 11:34:20.372896+05:30
21506,Logical Reasoning,Analogies,Hard,Carbon : Diamond :: Sand : ?,Glass,Brick,Metal,Stone,A,2026-07-05 11:34:20.372896+05:30
21507,Logical Reasoning,Analogies,Medium,Democracy : Republic :: Monarchy : ?,Kingdom,Senate,Parliament,Committee,A,2026-07-05 11:34:20.372896+05:30
21508,Logical Reasoning,Analogies,Easy,Marathon : Stamina :: Sprint : ?,Speed,Endurance,Strength,Flexibility,A,2026-07-05 11:34:20.372896+05:30
21509,Logical Reasoning,Analogies,Easy,Myopia : Eye :: Arthritis : ?,Joints,Lungs,Heart,Brain,A,2026-07-05 11:34:20.372896+05:30
21510,Logical Reasoning,Analogies,Easy,Ophthalmology : Eyes :: Cardiology : ?,Heart,Lungs,Brain,Liver,A,2026-07-05 11:34:20.372896+05:30
21511,Logical Reasoning,Analogies,Easy,Antonym : Opposite :: Synonym : ?,Similar,Same,Different,Contrasting,B,2026-07-05 11:34:20.372896+05:30
21512,Logical Reasoning,Analogies,Medium,Chlorophyll : Green :: Carotene : ?,Orange,Yellow,Red,Blue,A,2026-07-05 11:34:20.372896+05:30
21513,Logical Reasoning,Analogies,Medium,Vertebrae : Spine :: Ribs : ?,Ribcage,Skull,Pelvis,Sternum,B,2026-07-05 11:34:20.372896+05:30
21514,Logical Reasoning,Analogies,Hard,Malaria : Mosquito :: Plague : ?,Rat flea,Housefly,Tsetse fly,Anopheles,A,2026-07-05 11:34:20.372896+05:30
21515,Logical Reasoning,Analogies,Medium,Neurology : Brain :: Nephrology : ?,Kidneys,Bones,Heart,Lungs,A,2026-07-05 11:34:20.372896+05:30
21516,Logical Reasoning,Analogies,Easy,Telescope : Distant :: Microscope : ?,Tiny,Huge,Bright,Moving,A,2026-07-05 11:34:20.372896+05:30
21517,Logical Reasoning,Classification,Easy,"Find the odd one: Rose, Lily, Jasmine, Lotus, Petal",Petal,Rose,Lily,Jasmine,A,2026-07-05 11:34:20.372896+05:30
21518,Logical Reasoning,Classification,Easy,"Find the odd one: Dog, Cat, Horse, Snake, Elephant",Snake,Dog,Cat,Horse,A,2026-07-05 11:34:20.372896+05:30
21519,Logical Reasoning,Classification,Easy,"Find the odd one: Violin, Guitar, Flute, Sitar, Veena",Flute,Violin,Guitar,Sitar,A,2026-07-05 11:34:20.372896+05:30
21520,Logical Reasoning,Classification,Medium,"Find the odd one: Python, Java, HTML, C++, JavaScript",HTML,Java,Python,C++,A,2026-07-05 11:34:20.372896+05:30
21521,Logical Reasoning,Classification,Easy,"Find the odd one: Mercury, Venus, Moon, Mars, Saturn",Moon,Mercury,Venus,Mars,A,2026-07-05 11:34:20.372896+05:30
21522,Logical Reasoning,Classification,Hard,"Find the odd one: 4, 8, 15, 16, 23",4 and 8,15 and 16,8 and 16,"8, 16",C,2026-07-05 11:34:20.372896+05:30
21523,Logical Reasoning,Classification,Medium,"Find the odd one: Nephew, Brother, Son, Cousin, Aunt",Aunt,Nephew,Brother,Son,A,2026-07-05 11:34:20.372896+05:30
21524,Logical Reasoning,Classification,Medium,"Find the odd one: Carrot, Potato, Brinjal, Turnip, Radish",Brinjal,Carrot,Potato,Turnip,A,2026-07-05 11:34:20.372896+05:30
21525,Logical Reasoning,Classification,Easy,"Find the odd one: Triangle, Circle, Square, Cube, Rectangle",Cube,Triangle,Circle,Square,A,2026-07-05 11:34:20.372896+05:30
21526,Logical Reasoning,Classification,Easy,"Find the odd one: Nitrogen, Oxygen, Hydrogen, Carbon dioxide, Argon",Carbon dioxide,Nitrogen,Oxygen,Hydrogen,A,2026-07-05 11:34:20.372896+05:30
21527,Logical Reasoning,Classification,Easy,"Find the odd one: 2, 3, 5, 7, 9, 11",9,2,3,5,A,2026-07-05 11:34:20.372896+05:30
21528,Logical Reasoning,Classification,Hard,"Find the odd one: Mango, Banana, Orange, Pomegranate, Guava",Pomegranate,Mango,Banana,Orange,A,2026-07-05 11:34:20.372896+05:30
21529,Logical Reasoning,Classification,Hard,"Find the odd one: Keyboard, Mouse, Monitor, CPU, Printer, Scanner",Printer or Scanner,Keyboard,Mouse,Monitor,A,2026-07-05 11:34:20.372896+05:30
21530,Logical Reasoning,Classification,Hard,"Find the odd one: BFKO, CGJN, DHLO, EIMQ",DHLO,BFKO,CGJN,EIMQ,A,2026-07-05 11:34:20.372896+05:30
21531,Logical Reasoning,Classification,Easy,"Find the odd one: Hammer, Screwdriver, Chisel, Wrench, Thermometer",Thermometer,Hammer,Screwdriver,Chisel,A,2026-07-05 11:34:20.372896+05:30
21532,Logical Reasoning,Statement and Conclusions,Easy,"Statement: All students who study hard pass. Rajan studies hard.
Conclusion: Rajan passes the exam.",Conclusion follows,Conclusion does not follow,Cannot be determined,Statement is false,A,2026-07-05 11:34:20.372896+05:30
21533,Logical Reasoning,Statement and Conclusions,Hard,"Statement: All birds can fly. Penguins are birds.
Conclusion: Penguins can fly.",Conclusion follows (logically),Conclusion does not follow (factually),Cannot be determined,Both A and B,A,2026-07-05 11:34:20.372896+05:30
21534,Logical Reasoning,Statement and Conclusions,Easy,"Statement: No politician is honest. Ram is a politician.
Conclusion: Ram is not honest.",Conclusion follows,Conclusion does not follow,Partially follows,Cannot say,A,2026-07-05 11:34:20.372896+05:30
21535,Logical Reasoning,Statement and Conclusions,Medium,"Statement: Some doctors are teachers. All teachers are graduates.
Conclusion I: Some doctors are graduates. Conclusion II: All graduates are teachers.",Only I follows,Only II follows,Both follow,Neither follows,A,2026-07-05 11:34:20.372896+05:30
21536,Logical Reasoning,Statement and Conclusions,Easy,"Statement: All tables are furniture. All furniture is wood.
Conclusion: All tables are wood.",Conclusion follows,Conclusion does not follow,Partially follows,Cannot say,A,2026-07-05 11:34:20.372896+05:30
21537,Logical Reasoning,Statement and Conclusions,Medium,"Statement: Some cats are dogs. All dogs are black.
Conclusion I: Some cats are black. Conclusion II: All black are dogs.",Only I follows,Both follow,Only II follows,Neither follows,A,2026-07-05 11:34:20.372896+05:30
21538,Logical Reasoning,Statement and Conclusions,Hard,"Statement: The government has implemented a new tax to fund education.
Conclusion: Education quality will improve immediately.",The conclusion does not necessarily follow,The conclusion follows,More information needed,Statement is incorrect,A,2026-07-05 11:34:20.372896+05:30
21539,Logical Reasoning,Statement and Conclusions,Medium,"Statement: Regular exercise reduces stress. Meena exercises daily.
Conclusion: Meena has reduced stress.",Conclusion likely follows,Conclusion definitely follows,Conclusion does not follow,Cannot say,A,2026-07-05 11:34:20.372896+05:30
21540,Logical Reasoning,Statement and Conclusions,Hard,"Statement: Most criminals have a troubled childhood. John had a troubled childhood.
Conclusion: John will become a criminal.",Conclusion does not follow,Conclusion follows,Partially follows,Cannot determine,A,2026-07-05 11:34:20.372896+05:30
21541,Logical Reasoning,Statement and Conclusions,Hard,"Statement: Healthy eating prevents diseases. Poor countries have high disease rates.
Conclusion: People in poor countries do not eat healthy.",Conclusion may partially follow,Conclusion definitely follows,Conclusion does not follow,Needs more data,A,2026-07-05 11:34:20.372896+05:30
21542,Logical Reasoning,Statement and Assumptions,Medium,"Statement: 'Use ABC toothpaste for a brighter smile.'
Assumption I: People want brighter smiles. Assumption II: ABC toothpaste whitens teeth.",Both I and II are implicit,Only I is implicit,Only II is implicit,Neither is implicit,A,2026-07-05 11:34:20.372896+05:30
21543,Logical Reasoning,Statement and Assumptions,Medium,"Statement: 'Please keep off the grass.'
Assumption I: People walk on grass. Assumption II: The grass is fragile.",Both I and II are implicit,Only I is implicit,Only II is implicit,Neither is implicit,A,2026-07-05 11:34:20.372896+05:30
21544,Logical Reasoning,Statement and Assumptions,Hard,"Statement: 'Candidates must arrive 30 min before exam.'
Assumption I: Some candidates may arrive late. Assumption II: 30 minutes is sufficient time.",Both are implicit,Only I is implicit,Only II is implicit,Neither is implicit,A,2026-07-05 11:34:20.372896+05:30
21545,Logical Reasoning,Statement and Assumptions,Medium,"Statement: 'Join our weekend workshop on public speaking.'
Assumption I: People want to improve their speaking skills. Assumption II: Public speaking is a valuable skill.",Both are implicit,Only I is implicit,Only II is implicit,Neither is implicit,A,2026-07-05 11:34:20.372896+05:30
21546,Logical Reasoning,Statement and Assumptions,Medium,"Statement: 'Eat more fruits and vegetables.'
Assumption I: Fruits and vegetables are healthy. Assumption II: People currently eat less of them.",Both are implicit,Only I is implicit,Only II is implicit,Neither is implicit,A,2026-07-05 11:34:20.372896+05:30
21547,Logical Reasoning,Statement and Assumptions,Hard,"Statement: 'The railway station has been closed due to maintenance.'
Assumption I: Passengers know of an alternative. Assumption II: Maintenance requires closure.",Only II is implicit,Only I is implicit,Both are implicit,Neither is implicit,A,2026-07-05 11:34:20.372896+05:30
21548,Logical Reasoning,Statement and Assumptions,Hard,"Statement: 'Children should be taught moral values from a young age.'
Assumption I: Children can learn moral values. Assumption II: Moral values cannot be taught to adults.",Only I is implicit,Only II is implicit,Both are implicit,Neither is implicit,A,2026-07-05 11:34:20.372896+05:30
21549,Logical Reasoning,Statement and Assumptions,Medium,"Statement: 'If you are interested in the post, apply before 30th November.'
Assumption I: Some people are interested in the post. Assumption II: Applications after 30th November will be rejected.",Both are implicit,Only I is implicit,Only II is implicit,Neither is implicit,A,2026-07-05 11:34:20.372896+05:30
21550,Logical Reasoning,Statement and Assumptions,Easy,"Statement: 'Walk-in interviews tomorrow from 10AM to 5PM.'
Assumption I: Some candidates will walk in. Assumption II: No appointment is needed.",Both are implicit,Only I is implicit,Only II is implicit,Neither is implicit,A,2026-07-05 11:34:20.372896+05:30
21551,Logical Reasoning,Statement and Assumptions,Hard,"Statement: 'Books are better companions than television.'
Assumption I: Books are educational. Assumption II: Television is not educational.",Only I is implicit,Only II is implicit,Both are implicit,Neither is implicit,A,2026-07-05 11:34:20.372896+05:30
21552,Logical Reasoning,Puzzles,Hard,"There are 3 boxes: one has apples, one has oranges, and one has both. Labels are wrong. You pick one fruit from box labeled 'Both'. It is an apple. How do you identify all boxes?",Box labeled 'Both' has Apples; box labeled 'Apples' has Both; box labeled 'Oranges' has Oranges,Cannot determine,Box labeled 'Both' has Oranges,Need to open another box,A,2026-07-05 11:34:20.372896+05:30
21553,Logical Reasoning,Puzzles,Hard,A clock shows 3:15. What is the angle between the hour and minute hands?,7.5°,0°,15°,30°,A,2026-07-05 11:34:20.372896+05:30
21554,Logical Reasoning,Puzzles,Hard,A man has two coins totaling 30 paise. One is not a 10 paise coin. What are the coins?,20 paise and 10 paise,25 paise and 5 paise,15 paise and 15 paise,20 paise and 20 paise,A,2026-07-05 11:34:20.372896+05:30
21555,Logical Reasoning,Puzzles,Hard,"If you have a 3-litre jug and a 5-litre jug, how do you measure exactly 4 litres?","Fill 5L, pour into 3L, empty 3L, pour remainder (2L) from 5L into 3L, fill 5L, pour 1L into 3L, leaving 4L in 5L.",Fill 3L jug twice into 5L jug,Fill 5L and remove 1L,Cannot be done,A,2026-07-05 11:34:20.372896+05:30
21556,Logical Reasoning,Puzzles,Hard,"If a rooster lays an egg on the peak of a roof, which way does it roll?",Roosters don't lay eggs,It rolls left,It rolls right,It stays put,A,2026-07-05 11:34:20.372896+05:30
21557,Logical Reasoning,Puzzles,Medium,"A river crossing: farmer, fox, chicken, grain. Fox eats chicken; chicken eats grain. Farmer can take one at a time. What is the first move?",Take chicken across first,Take fox across first,Take grain across first,Cannot be solved,A,2026-07-05 11:34:20.372896+05:30
21558,Logical Reasoning,Puzzles,Hard,"What is the next number: 1, 11, 21, 1211, 111221, ___",312211,122111,121221,221311,A,2026-07-05 11:34:20.372896+05:30
21559,Logical Reasoning,Puzzles,Medium,"A bag contains 5 red, 3 blue, 2 green balls. Minimum draws needed to guarantee 2 balls of same color?",4,3,5,6,A,2026-07-05 11:34:20.372896+05:30
21560,Logical Reasoning,Puzzles,Hard,How many squares are there on a standard chessboard (including all sizes)?,204,64,128,256,A,2026-07-05 11:34:20.372896+05:30
21561,Logical Reasoning,Puzzles,Hard,A train enters a 600m tunnel at 50 km/h. The train is 200m long. How long to pass completely?,57.6 s,60 s,64 s,48 s,A,2026-07-05 11:34:20.372896+05:30
21562,Logical Reasoning,Puzzles,Easy,A man has 3 daughters. Each daughter has one brother. How many children does the man have?,4,6,3,5,A,2026-07-05 11:34:20.372896+05:30
21563,Logical Reasoning,Puzzles,Hard,A palindrome number is a 3-digit number that reads same backwards. How many exist?,90,81,100,99,A,2026-07-05 11:34:20.372896+05:30
21564,Logical Reasoning,Puzzles,Easy,"Two fathers and two sons go fishing. They catch 3 fish total, one each. How?","They are grandfather, father, son (3 people)",Two people,Four people,Three fathers,A,2026-07-05 11:34:20.372896+05:30
21565,Logical Reasoning,Puzzles,Hard,"Without electricity, how could a man living alone read at night?",He is blind and reads Braille,He uses a phone,He reads by moonlight,He lights a candle,D,2026-07-05 11:34:20.372896+05:30
21566,Logical Reasoning,Puzzles,Easy,"What can run but never walk, has a mouth but never talks, has a head but never weeps?",A river,A road,A clock,A book,A,2026-07-05 11:34:20.372896+05:30
21567,Logical Reasoning,Cause and Effect,Easy,"Statement I: The government announced free vaccinations. Statement II: Hospital admissions for preventable diseases dropped significantly.
Relation:","Statement I is the cause, Statement II is the effect","Statement II is the cause, Statement I is the effect",Both are effects of a third cause,Both are independent,A,2026-07-05 11:34:20.372896+05:30
21568,Logical Reasoning,Cause and Effect,Easy,"Statement I: Fuel prices rose sharply this month. Statement II: Public transport usage increased significantly.
Relation:","Statement I is the cause, Statement II is the effect","Statement II is the cause, Statement I is the effect",Both are independent,Cannot determine,A,2026-07-05 11:34:20.372896+05:30
21569,Logical Reasoning,Cause and Effect,Easy,"Statement I: The river flooded the fields. Statement II: Farmers reported massive crop losses.
Relation:","I is cause, II is effect","II is cause, I is effect",Both are effects,Both are causes,A,2026-07-05 11:34:20.372896+05:30
21570,Logical Reasoning,Cause and Effect,Medium,"Statement I: Rampant plastic use is polluting oceans. Statement II: Marine wildlife populations are declining globally.
Relation:","I is cause, II is effect","II is cause, I is effect",Both are independent events,Both are effects of a third factor,A,2026-07-05 11:34:20.372896+05:30
21571,Logical Reasoning,Cause and Effect,Medium,"Statement I: The school introduced digital tablets for students. Statement II: Student engagement and performance improved significantly.
Relation:","I is cause, II is effect","II is cause, I is effect",Both are independent,Cannot determine,A,2026-07-05 11:34:20.372896+05:30
21572,Logical Reasoning,Cause and Effect,Easy,"Statement I: Heavy rainfall for three consecutive days. Statement II: Roads in the city have been waterlogged.
Relation:","I is cause, II is effect","II is cause, I is effect",Both are effects,Both are causes,A,2026-07-05 11:34:20.372896+05:30
21573,Logical Reasoning,Cause and Effect,Hard,"Statement I: Many professionals are opting for remote work. Statement II: Office space rental rates in cities have fallen.
Relation:","I is cause, II is effect","II is cause, I is effect",Independent events,Both are effects of pandemic,A,2026-07-05 11:34:20.372896+05:30
21574,Logical Reasoning,Cause and Effect,Medium,"Statement I: Smartphone usage among teenagers has increased dramatically. Statement II: Many teenagers now have poor posture and neck pain.
Relation:","I is cause, II is effect","II is cause, I is effect",Both are independent,Cannot determine,A,2026-07-05 11:34:20.372896+05:30
21575,Logical Reasoning,Cause and Effect,Easy,"Statement I: The company posted record profits. Statement II: Employee bonuses were doubled this quarter.
Relation:","I is cause, II is effect","II is cause, I is effect",Both are independent,Both are causes,A,2026-07-05 11:34:20.372896+05:30
21576,Logical Reasoning,Cause and Effect,Medium,"Statement I: Crime rates in the neighborhood fell. Statement II: Police patrol frequency in the area was increased.
Relation:","II is cause, I is effect","I is cause, II is effect",Both are independent,Cannot determine,A,2026-07-05 11:34:20.372896+05:30
21577,Logical Reasoning,Cubes and Dice,Hard,A cube is painted red on all faces and cut into 64 smaller cubes. How many small cubes have no painted face?,8,16,24,32,A,2026-07-05 11:34:20.372896+05:30
21578,Logical Reasoning,Cubes and Dice,Hard,A cube is painted and cut into 27 smaller cubes. How many have exactly 1 painted face?,6,12,8,24,A,2026-07-05 11:34:20.372896+05:30
21579,Logical Reasoning,Cubes and Dice,Medium,"On a standard dice, opposite faces add up to 7. If 3 is on top and 4 faces you, which number is at the bottom?",4,3,5,6,A,2026-07-05 11:34:20.372896+05:30
21580,Logical Reasoning,Cubes and Dice,Hard,A cube is cut into 125 smaller cubes. How many have exactly 3 painted faces?,8,12,4,6,A,2026-07-05 11:34:20.372896+05:30
21581,Logical Reasoning,Cubes and Dice,Medium,A die shows 2 on top and 3 facing you. What is at the bottom?,5,4,6,1,A,2026-07-05 11:34:20.372896+05:30
21582,Logical Reasoning,Cubes and Dice,Medium,A cube is painted red on all sides and cut into 8 equal smaller cubes. How many small cubes have exactly 3 painted faces?,8,4,6,0,A,2026-07-05 11:34:20.372896+05:30
21583,Logical Reasoning,Cubes and Dice,Easy,A rectangular block 2×3×4 is cut into 1×1×1 unit cubes. How many unit cubes are there?,24,12,36,16,A,2026-07-05 11:34:20.372896+05:30
21584,Logical Reasoning,Cubes and Dice,Hard,A cube is painted on all faces and cut into 216 smaller cubes. How many have no paint?,64,125,100,150,A,2026-07-05 11:34:20.372896+05:30
21585,Logical Reasoning,Cubes and Dice,Hard,"Opposite faces of a die: 1-6, 2-5, 3-4. Die placed with 1 on top, 2 facing front. What is on right?",3,4,5,6,A,2026-07-05 11:34:20.372896+05:30
21586,Logical Reasoning,Cubes and Dice,Hard,A 3×3×3 cube is painted on all faces and cut into 27 unit cubes. How many have paint on exactly 2 faces?,12,6,8,24,A,2026-07-05 11:34:20.372896+05:30
21587,Logical Reasoning,Data Sufficiency,Hard,"Is x > 0?
(I) x² = 4
(II) x + 1 > 0",Statement II alone is sufficient,Statement I alone is sufficient,Both together are sufficient,Neither is sufficient,A,2026-07-05 11:34:20.372896+05:30
21588,Logical Reasoning,Data Sufficiency,Hard,"What is the value of x?
(I) 2x + y = 10
(II) x − y = 2",Both together are sufficient,Statement I alone,Statement II alone,Neither,A,2026-07-05 11:34:20.372896+05:30
21589,Logical Reasoning,Data Sufficiency,Medium,"Is triangle ABC equilateral?
(I) All sides are equal.
(II) All angles are 60°.",Either I or II alone is sufficient,Only I is sufficient,Only II is sufficient,Both together are needed,A,2026-07-05 11:34:20.372896+05:30
21590,Logical Reasoning,Data Sufficiency,Medium,"What is the average age of A, B, C?
(I) Average of A and B is 25.
(II) C's age is 28.",Both together are sufficient,Statement I alone,Statement II alone,Neither alone nor together,A,2026-07-05 11:34:20.372896+05:30
21591,Logical Reasoning,Data Sufficiency,Medium,"Is n divisible by 6?
(I) n is divisible by 2.
(II) n is divisible by 3.",Both together are sufficient,Statement I alone,Statement II alone,Neither,A,2026-07-05 11:34:20.372896+05:30
21592,Logical Reasoning,Data Sufficiency,Medium,"What is the selling price?
(I) Cost price is Rs.200.
(II) Profit percentage is 25%.",Both together are sufficient,Statement I alone,Statement II alone,Neither,A,2026-07-05 11:34:20.372896+05:30
21593,Logical Reasoning,Data Sufficiency,Hard,"What is the perimeter of a rectangle?
(I) Length is 12 cm.
(II) Area is 60 cm².",Both together are sufficient,Statement I alone,Statement II alone,Neither,A,2026-07-05 11:34:20.372896+05:30
21594,Logical Reasoning,Data Sufficiency,Medium,"Is x an odd number?
(I) x is divisible by 3.
(II) x is not divisible by 2.",Statement II alone is sufficient,Statement I alone is sufficient,Both are needed,Neither is sufficient,A,2026-07-05 11:34:20.372896+05:30
21595,Logical Reasoning,Data Sufficiency,Hard,"What is the distance from A to C?
(I) Distance from A to B is 5 km.
(II) Distance from B to C is 7 km.","Both statements together might not be sufficient without knowing if A, B, C are collinear",Both alone,Only II,Only I,A,2026-07-05 11:34:20.372896+05:30
21596,Logical Reasoning,Data Sufficiency,Easy,"How old is Priya?
(I) Priya is 5 years older than Riya.
(II) Riya is 20 years old.",Both together are sufficient,Only I,Only II,Neither,A,2026-07-05 11:34:20.372896+05:30
21597,Logical Reasoning,Critical Reasoning,Hard,"Argument: 'The crime rate in cities with CCTV cameras is lower than in cities without. Therefore, CCTV cameras reduce crime.' The assumption is:",CCTV cameras are the only difference between the two groups of cities,Cities are identical in all other respects,CCTV cameras record all crime,Police in CCTV cities work harder,B,2026-07-05 11:34:20.372896+05:30
