id,title,body,category,skill,difficulty,roles,source,created_at
126196,How does the IPFS DHT find providers for a CID?,The node queries Kademlia buckets to locate peers that announced “provider records” for the CID.,Emerging Tech,IPFS,Medium,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.203039+05:30
126197,How does Bitswap decide which blocks to request first?,A wantlist with priorities; rare/needed blocks prioritized; incentivized by tit-for-tat/ledger heuristics.,Emerging Tech,IPFS,Medium,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.203039+05:30
126198,What is CID multibase and multicodec?,"CID encodes base (e.g., base32) and content type (e.g., dag-pb, raw) for self-description.",Emerging Tech,IPFS,Medium,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.203039+05:30
126199,How does IPNS publishing and resolving work?,Publisher signs a record linking key → CID; resolvers fetch the record via DHT/pubsub.,Emerging Tech,IPFS,Medium,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.203039+05:30
126200,How do gateways resolve /ipfs/ and /ipns/ paths?,Gateways map /ipfs/<cid> to raw CID content; /ipns/<name> resolves IPNS/DNSLink then fetches content.,Emerging Tech,IPFS,Medium,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.203039+05:30
126201,How do you pin content on a remote pinning service?,"Use remote pinning API (e.g., ipfs pin remote add) with provider credentials.",Emerging Tech,IPFS,Medium,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.203039+05:30
126202,What is DAG-CBOR vs DAG-PB?,"DAG-CBOR is compact, canonical JSON-like; DAG-PB is protobuf used by UnixFS v1.",Emerging Tech,IPFS,Medium,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.203039+05:30
126203,How does UnixFS handle large directories?,UnixFS uses sharded trees; large dirs split into multiple blocks.,Emerging Tech,IPFS,Medium,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.203039+05:30
126204,What is directory sharding (HAMT) in UnixFS?,Hash-array-mapped trie layout to scale directory entries.,Emerging Tech,IPFS,Medium,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.203039+05:30
126205,How do you enable/disable GC and set its thresholds?,Configure IPFS repo GC (StorageMax/GCPeriod); run ipfs repo gc to reclaim space.,Emerging Tech,IPFS,Medium,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.203039+05:30
126206,How does MFS relate to pinning?,MFS files are pinned via an internal root; deleting from MFS can unpin.,Emerging Tech,IPFS,Medium,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.203039+05:30
126207,How does IPFS handle NAT traversal?,libp2p uses hole-punching/relay (circuit relays) to traverse NATs.,Emerging Tech,IPFS,Medium,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.203039+05:30
126208,What are swarm filters and why use them?,CIDR rules blocking/allowing networks for security/compliance.,Emerging Tech,IPFS,Medium,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.203039+05:30
126209,How does delegated routing help discovery?,Offloads DHT lookups to trusted routers (HTTP APIs) for faster results.,Emerging Tech,IPFS,Medium,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.203039+05:30
126210,What’s the role of content providers vs relays?,Providers host blocks; relays forward traffic when direct paths fail.,Emerging Tech,IPFS,Medium,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.203039+05:30
126211,How do you persist IPFS data across restarts?,Use a persistent repo folder; don’t wipe the datastore between runs.,Emerging Tech,IPFS,Medium,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.203039+05:30
126212,How do you back up an IPFS repo?,Snapshot repo (datastore + keys) or export CAR of pinned roots.,Emerging Tech,IPFS,Medium,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.203039+05:30
126213,When would you use a private IPFS network?,For regulated data/isolation or limited peer membership scenarios.,Emerging Tech,IPFS,Medium,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.203039+05:30
126214,How do you speed up retrieval for popular content?,"Pre-pin on many nodes, add gateways/CDNs, and warm caches.",Emerging Tech,IPFS,Medium,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.203039+05:30
126215,What is pubsub in IPFS and when to use it?,A lightweight topic-based messaging layer for real-time apps.,Emerging Tech,IPFS,Medium,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.203039+05:30
126216,How does DNSLink help content updates?,Update DNS TXT to point to a new CID; browsers resolve via gateway.,Emerging Tech,IPFS,Medium,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.203039+05:30
126217,What are key types supported for IPNS (RSA/Ed25519/ECDSA)?,Modern nodes support Ed25519 (default) and others; keys sign IPNS records.,Emerging Tech,IPFS,Medium,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.203039+05:30
126218,How do CAR files help in data portability?,They package blocks deterministically for transfer/archival.,Emerging Tech,IPFS,Medium,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.203039+05:30
126219,How do you limit bandwidth or connections in IPFS?,Set Swarm.ConnMgr and bandwidth limits in config.,Emerging Tech,IPFS,Medium,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.203039+05:30
126220,How do you pin recursively vs direct?,Direct pins a root only; recursive pins the whole DAG.,Emerging Tech,IPFS,Medium,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.203039+05:30
126221,What’s the difference between ipfs get and ipfs cat?,get writes to disk and preserves tree; cat streams bytes to stdout.,Emerging Tech,IPFS,Medium,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.203039+05:30
126222,"How do file chunkers (e.g., rabin) affect deduplication?",Rabin chunking finds content-defined boundaries for better dedupe.,Emerging Tech,IPFS,Medium,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.203039+05:30
126223,How does IPFS verify data integrity during fetch?,By verifying block hashes match the CID/multihash.,Emerging Tech,IPFS,Medium,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.203039+05:30
126224,How do you monitor an IPFS node in production?,"Use Prometheus metrics, logs, and health probes.",Emerging Tech,IPFS,Medium,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.203039+05:30
126225,How do you run an HTTP gateway securely?,"Restrict origins, rate-limit, disable directory listing, and validate paths.",Emerging Tech,IPFS,Medium,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.203039+05:30
126226,How would you scale IPFS retrieval latency for a global user base?,"Place nodes near users, preload pins across regions, use delegated routing/gateways/CDNs, and warm caches.",Emerging Tech,IPFS,Hard,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.203039+05:30
126227,What are the trade-offs of aggressive GC in production?,Lower disk use but higher re-fetch risk; balance GC period and pin critical roots.,Emerging Tech,IPFS,Hard,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.203039+05:30
126228,How do you design a multi-region IPFS cluster with high availability?,"Replicate pins across regions, anycast gateways, shared key mgmt, and health-checked failover.",Emerging Tech,IPFS,Hard,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.203039+05:30
126229,How do provider records expire and what does that imply for availability?,Provider records TTL out; refresh/publish regularly or content may appear “unavailable.”,Emerging Tech,IPFS,Hard,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.203039+05:30
126230,How do you prevent Sybil/poisoning attacks on the DHT?,"Rate-limit, peer scoring, signed records, and reputation systems; prefer delegated routers.",Emerging Tech,IPFS,Hard,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.203039+05:30
126231,How do you harden a public HTTP gateway against abuse?,"AuthN/Z, rate limiting, content-type validation, range limits, and denylist enforcement.",Emerging Tech,IPFS,Hard,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.203039+05:30
126232,How do you tune Bitswap for high-throughput transfers?,"Increase concurrent want-haves, tune ledger windows, and enlarge sessions/pipelining.",Emerging Tech,IPFS,Hard,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.203039+05:30
126233,What datastore choices (Badger/LevelDB/PeSDS) affect performance?,Badger tends to higher throughput; LevelDB is stable; choose based on write/read patterns and fsync needs.,Emerging Tech,IPFS,Hard,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.203039+05:30
126234,How do you manage pinsets of millions of CIDs efficiently?,"Use IPFS Cluster, batched pin ops, CAR ingestion, and metadata indices.",Emerging Tech,IPFS,Hard,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.203039+05:30
126235,How do you shard very large directories beyond HAMT limits?,"Pre-split into sub-trees, use logical namespaces, and hierarchical pins.",Emerging Tech,IPFS,Hard,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.203039+05:30
126236,How do you guarantee immutable release artifacts with IPFS?,Publish CIDs (SRI-style) and verify multihashes; never overwrite existing CIDs.,Emerging Tech,IPFS,Hard,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.203039+05:30
126237,How do you rotate IPNS keys without breaking consumers?,"Create new key, publish both records during transition, update DNSLink, then retire old key.",Emerging Tech,IPFS,Hard,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.203039+05:30
126238,How do you implement access control over public IPFS content?,Encrypt content before add; distribute keys out-of-band; gate access via app layer.,Emerging Tech,IPFS,Hard,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.203039+05:30
126239,How do you ensure data locality in Kubernetes with IPFS?,Use node affinity and local gateways; pin data where jobs run.,Emerging Tech,IPFS,Hard,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.203039+05:30
126240,What are the privacy risks of IPFS and how to mitigate them?,"Request leakage, traffic analysis; mitigate with gateways, encryption, and TOR/VPN where needed.",Emerging Tech,IPFS,Hard,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.203039+05:30
126241,How do you accelerate cold-start fetches for rare content?,Seed on multiple high-availability providers; pre-announce providers and keep hot caches.,Emerging Tech,IPFS,Hard,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.203039+05:30
126242,How do you do blue/green content rollouts with IPNS/DNSLink?,"Deploy new CID via IPNS/DNSLink, canary traffic, then switch pointers atomically.",Emerging Tech,IPFS,Hard,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.203039+05:30
126243,How do you benchmark end-to-end IPFS performance?,"Define workloads (get/cat), collect p50/p95 latency, throughput, and DHT hit rates.",Emerging Tech,IPFS,Hard,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.203039+05:30
126244,How do you secure private IPFS networks (keys/gossip/peers)?,"Pre-shared keys, allow-listed multiaddrs, private swarm, and disabled public DHT.",Emerging Tech,IPFS,Hard,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.203039+05:30
126245,How do you detect and evict bad providers or slow relays?,"Track RTT/failure rates, ban misbehaving peers, prefer proven providers.",Emerging Tech,IPFS,Hard,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.203039+05:30
126246,How do you design an audit trail and provenance on IPFS?,"Store signed manifests (CIDs + metadata), include timestamps, and chain via IPLD.",Emerging Tech,IPFS,Hard,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.203039+05:30
126247,How do gateways cache/validate content safely at scale?,Cache by CID with size limits; verify multihash before serve; purge on policy.,Emerging Tech,IPFS,Hard,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.203039+05:30
126248,How do you implement content takedown/compliance workflows?,"Maintain legal/abuse process, denylist, and audit logs; remove pins while preserving audit trail.",Emerging Tech,IPFS,Hard,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.203039+05:30
126249,How do you interoperate IPFS with S3/GCS efficiently?,Use S3/GCS gateways or sync via CAR import/export and lifecycle rules.,Emerging Tech,IPFS,Hard,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.203039+05:30
126250,How do you run IPFS over QUIC and why?,Lower handshake latency and loss sensitivity; QUIC improves mobile/edge reliability.,Emerging Tech,IPFS,Hard,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.203039+05:30
126251,How do you handle CAR file migration at petabyte scale?,"Batch CARs, content-addressed manifests, and parallel region sync with checksums.",Emerging Tech,IPFS,Hard,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.203039+05:30
126252,How do you integrate IPFS with CDNs?,Have gateways fetch on-demand and cache; push hot CIDs into edge PoPs.,Emerging Tech,IPFS,Hard,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.203039+05:30
126253,How do you support mutable datasets without losing immutability?,Write immutable snapshots (new CIDs) and point IPNS/DNSLink to current version.,Emerging Tech,IPFS,Hard,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.203039+05:30
126254,What’s your DR plan for a large pinning service outage?,"Multi-provider redundancy, restore from CAR archives, and scripted re-pin.",Emerging Tech,IPFS,Hard,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.203039+05:30
126255,How do you budget and forecast storage/bandwidth cost for IPFS?,"Track pin growth, DHT queries, egress per region; model by hit/miss rates and cache effectiveness.",Emerging Tech,IPFS,Hard,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.203039+05:30
126256,What is Arduino?,An open-source electronics prototyping platform.,Emerging Tech,Arduino,Easy,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.203039+05:30
126257,What is an Arduino Uno?,A widely used Arduino board.,Emerging Tech,Arduino,Easy,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.203039+05:30
126258,Which microcontroller does Arduino Uno use?,ATmega328P.,Emerging Tech,Arduino,Easy,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.203039+05:30
126259,What language is used in Arduino IDE?,C and C++.,Emerging Tech,Arduino,Easy,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.203039+05:30
126260,What is a digital pin in Arduino?,Pins that output/read HIGH or LOW.,Emerging Tech,Arduino,Easy,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.203039+05:30
126261,What is an analog pin in Arduino?,Pins that read varying voltages.,Emerging Tech,Arduino,Easy,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.203039+05:30
126262,What is PWM?,Pulse Width Modulation.,Emerging Tech,Arduino,Easy,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.203039+05:30
126263,What is the clock speed of Arduino Uno?,16 MHz.,Emerging Tech,Arduino,Easy,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.203039+05:30
126264,What is the operating voltage of Arduino Uno?,5V.,Emerging Tech,Arduino,Easy,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.203039+05:30
126265,What is Vin pin used for?,For external voltage supply.,Emerging Tech,Arduino,Easy,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.203039+05:30
126266,What is the difference between HIGH and LOW signal?,"HIGH = 5V, LOW = 0V.",Emerging Tech,Arduino,Easy,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126267,What is the purpose of delay() function?,Pauses execution for given milliseconds.,Emerging Tech,Arduino,Easy,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126268,What is the maximum current per I/O pin?,40 mA.,Emerging Tech,Arduino,Easy,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126269,What is Arduino Mega?,A bigger board with more pins and memory.,Emerging Tech,Arduino,Easy,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126270,What is EEPROM in Arduino?,Non-volatile memory to store data permanently.,Emerging Tech,Arduino,Easy,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126271,What is a shield in Arduino?,Hardware add-ons that extend Arduino features.,Emerging Tech,Arduino,Easy,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126272,What is serial communication?,Communication over TX and RX pins.,Emerging Tech,Arduino,Easy,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126273,What is I2C?,Two-wire protocol using SDA and SCL.,Emerging Tech,Arduino,Easy,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126274,What is SPI?,High-speed 4-wire protocol.,Emerging Tech,Arduino,Easy,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126275,What is the reset button for?,Restarts the microcontroller.,Emerging Tech,Arduino,Easy,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126276,What is Arduino Nano?,A smaller form factor Arduino board.,Emerging Tech,Arduino,Easy,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126277,What is Arduino Pro Mini?,Low-power Arduino variant.,Emerging Tech,Arduino,Easy,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126278,What is analogWrite() used for?,Outputs analog-like signals via PWM.,Emerging Tech,Arduino,Easy,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126279,What is digitalRead() used for?,Reads digital pin state (HIGH/LOW).,Emerging Tech,Arduino,Easy,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126280,What is analogRead() used for?,Reads analog pin value (0–1023).,Emerging Tech,Arduino,Easy,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126281,What is the baud rate for Serial.begin(9600)?,9600 bits per second.,Emerging Tech,Arduino,Easy,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126282,What is pinMode()?,Configures pin as input or output.,Emerging Tech,Arduino,Easy,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126283,What is the default flash memory of Arduino Uno?,32 KB.,Emerging Tech,Arduino,Easy,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126284,What is millis() function used for?,Returns milliseconds since board powered on.,Emerging Tech,Arduino,Easy,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126285,What is setup() and loop()?,setup() runs once; loop() runs repeatedly.,Emerging Tech,Arduino,Easy,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126286,What are interrupts in Arduino?,Hardware events that interrupt code execution.,Emerging Tech,Arduino,Medium,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126287,What is attachInterrupt() used for?,To attach an ISR to a pin.,Emerging Tech,Arduino,Medium,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126288,What is the difference between EEPROM and RAM?,"EEPROM is permanent, RAM is volatile.",Emerging Tech,Arduino,Medium,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126289,What is the default size of Arduino Uno SRAM?,2 KB.,Emerging Tech,Arduino,Medium,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126290,What is SoftwareSerial library?,Enables serial communication on other pins.,Emerging Tech,Arduino,Medium,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126291,What are timers in Arduino?,Hardware counters for timekeeping.,Emerging Tech,Arduino,Medium,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126292,How does analogWrite() generate PWM?,By toggling pin HIGH/LOW rapidly.,Emerging Tech,Arduino,Medium,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126293,What is the difference between volatile and non-volatile variables?,Volatile tells compiler value may change outside flow.,Emerging Tech,Arduino,Medium,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126294,How does Arduino handle power saving?,By sleep modes and disabling peripherals.,Emerging Tech,Arduino,Medium,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126295,What are external pull-up resistors?,Resistors to ensure default pin state.,Emerging Tech,Arduino,Medium,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126296,What is watchdog timer?,A timer that resets board if stuck.,Emerging Tech,Arduino,Medium,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126297,How can you control a servo with Arduino?,Using Servo library.,Emerging Tech,Arduino,Medium,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126298,What is the maximum ADC resolution?,10-bit (0–1023).,Emerging Tech,Arduino,Medium,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126299,What is TWI in Arduino?,"Two-Wire Interface, same as I2C.",Emerging Tech,Arduino,Medium,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126300,What is the default ADC reference voltage?,5V by default.,Emerging Tech,Arduino,Medium,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126301,What is the difference between analogReference() options?,"Different references: INTERNAL, EXTERNAL, DEFAULT.",Emerging Tech,Arduino,Medium,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126302,What is Arduino bootloader?,Small program enabling sketch uploads.,Emerging Tech,Arduino,Medium,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126303,How do you burn bootloader?,Using an external programmer.,Emerging Tech,Arduino,Medium,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126304,What is the use of PROGMEM?,To store data in flash instead of SRAM.,Emerging Tech,Arduino,Medium,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126305,What is F() macro?,Stores strings in flash memory.,Emerging Tech,Arduino,Medium,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126306,What is Serial.flush()?,Clears outgoing serial buffer.,Emerging Tech,Arduino,Medium,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126307,How do you debounce a button in Arduino?,By hardware or software delay filtering.,Emerging Tech,Arduino,Medium,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126308,What is PWM frequency on Arduino Uno pins?,~490 Hz or 980 Hz depending on pins.,Emerging Tech,Arduino,Medium,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126309,What is tone() function?,Generates a square wave at frequency.,Emerging Tech,Arduino,Medium,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126310,What is the default Arduino IDE baud rate monitor?,9600,Emerging Tech,Arduino,Medium,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126311,What is Wire library?,Enables I2C communication.,Emerging Tech,Arduino,Medium,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126312,What is SPI clock speed on Arduino Uno?,Up to 8 MHz.,Emerging Tech,Arduino,Medium,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126313,What is the use of Serial.available()?,Checks if serial data is available.,Emerging Tech,Arduino,Medium,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126314,How does Arduino handle float variables?,Supports floats but with precision limits.,Emerging Tech,Arduino,Medium,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126315,How do you optimize power consumption on Arduino?,"Use sleep modes, reduce clock, turn off peripherals.",Emerging Tech,Arduino,Hard,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
